Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"46017","2019-02-22 11:39:36","1","612","<deep-learning><tensorflow><cnn>","1",""
"46019","2019-02-22 12:04:47","2","10012","<python><scikit-learn><regression><confusion-matrix>","1","1"
"46020","2019-02-22 12:20:21","1","16","<probability><distribution><bayesian-networks>","0","1"
"46022","2019-02-22 12:54:59","0","17","<python><optimization><data-science-model>","1",""
"46023","2019-02-22 13:13:20","2","165","<lstm><prediction>","1",""
"46027","2019-02-22 13:47:18","1","936","<r><dataset><clustering><k-means><rstudio>","1",""
"46031","2019-02-22 14:07:23","0","238","<anomaly-detection><outlier>","2",""
"46036","2019-02-22 14:54:16","1","29","<classification><feature-selection>","1",""
"46038","2019-02-22 15:05:19","3","123","<career><excel>","2",""
"46039","2019-02-22 15:07:03","4","231","<anomaly>","2","1"
"46040","2019-02-22 15:12:47","1","50","<feature-selection><feature-extraction>","0",""
"46044","2019-02-22 16:25:37","2","442","<machine-learning><classification>","1","1"
"46047","2019-02-22 16:47:44","1","1736","<machine-learning><deep-learning><keras><tensorflow><machine-learning-model>","0",""
"46049","2019-02-22 17:17:48","1","1311","<deep-learning><dataset><image-classification><convolution><accuracy>","1",""
"46050","2019-02-22 17:32:52","5","17171","<r><time-series><forecast><data-analysis>","4","4"
"46051","2019-02-22 17:39:06","5","2031","<keras><tensorflow>","0",""
"46052","2019-02-22 17:53:38","2","263","<scikit-learn><logistic-regression><accuracy><classifier>","2",""
"46053","2019-02-22 18:05:34","1","121","<cnn><image-classification><preprocessing><image-recognition>","0",""
"46054","2019-02-22 18:16:54","1","105","<machine-learning><r><linear-regression><categorical-data>","1",""
"46056","2019-02-22 18:43:25","2","903","<machine-learning><reinforcement-learning>","1",""
"46058","2019-02-22 19:18:51","1","41","<machine-learning><data-mining><rnn>","0",""
"46059","2019-02-22 19:45:53","3","201","<python><scikit-learn><regression><linear-regression>","1","1"
"46066","2019-02-22 20:32:16","1","77","<classification><regression><pytorch><outlier>","0",""
"46070","2019-02-22 21:56:02","2","54","<neural-network><keras><scikit-learn><tensorflow><model-selection>","1",""
"46071","2019-02-22 22:05:04","1","15","<deep-learning><image-classification>","0",""
"46072","2019-02-22 23:00:12","1","52","<regression><counts>","0",""
"46076","2019-02-23 05:43:06","3","444","<machine-learning><classification><cross-validation><confusion-matrix><smote>","1",""
"46077","2019-02-23 05:50:59","2","117","<python><pandas>","1",""
"46078","2019-02-23 05:59:32","1","87","<machine-learning>","0",""
"46079","2019-02-23 06:30:46","1","16","<python><numpy><numerical>","0",""
"56693","2019-07-31 16:25:57","3","48","<machine-learning><feature-selection><cross-validation>","1",""
"56694","2019-07-31 16:38:18","3","671","<pytorch-geometric>","1","1"
"56695","2019-07-31 16:41:50","0","108","<deep-learning><keras>","1",""
"56698","2019-07-31 17:09:59","1","25","<tensorflow>","0",""
"56700","2019-07-31 17:16:46","2","70","<classification><random-forest>","1",""
"56702","2019-07-31 17:58:12","1","22","<plotting>","0",""
"56704","2019-07-31 18:30:51","1","15","<statistics><variance>","0","1"
"56705","2019-07-31 18:42:08","0","34","<python><keras><convolution><gan>","1",""
"56706","2019-07-31 18:42:47","0","18","<clustering><distance>","0",""
"56710","2019-07-31 19:28:55","2","38","<python><predictive-modeling><data><logistic-regression><data-science-model>","1",""
"56712","2019-07-31 19:41:35","3","463","<deep-learning><keras><tensorflow><convnet><pca>","1","1"
"56714","2019-07-31 19:50:51","0","1508","<neural-network><keras><tensorflow>","0","1"
"56715","2019-07-31 20:05:11","2","83","<machine-learning><machine-learning-model><nvidia>","1",""
"56716","2019-07-31 20:31:14","1","30","<image-classification><tools><annotation>","0",""
"56722","2019-07-31 21:08:51","2","31","<data-science-model><ml>","0",""
"56728","2019-08-01 00:10:58","1","19","<deep-learning><cnn><nvidia>","0",""
"56729","2019-08-01 00:31:42","3","110","<machine-learning><classification><time-series>","2",""
"56730","2019-08-01 01:34:24","0","73","<machine-learning><dataset><data-cleaning><missing-data><data-analysis>","1",""
"56731","2019-08-01 04:34:08","2","148","<machine-learning><scikit-learn><machine-learning-model><accuracy><grid-search>","2",""
"56735","2019-08-01 06:05:12","1","55","<machine-learning><python><overfitting><kaggle>","1",""
"56740","2019-08-01 07:26:28","0","41","<neural-network><deep-learning><data-science-model>","1","0"
"56747","2019-08-01 09:49:50","0","1555","<machine-learning><python><optimization>","2",""
"56751","2019-08-01 11:10:50","0","80","<python><pandas><ipython>","2","1"
"56752","2019-08-01 11:46:30","0","48","<regression><decision-trees>","1",""
"56756","2019-08-01 14:02:34","0","177","<machine-learning><deep-learning><keras><cnn>","1",""
"56758","2019-08-01 14:21:02","1","86","<pca><tsne>","1",""
"56761","2019-08-01 15:11:04","1","44","<nlp><word-embeddings><topic-model><javascript>","1",""
"56764","2019-08-01 16:15:27","0","165","<machine-learning><predictive-modeling><supervised-learning>","3",""
"56770","2019-08-01 17:22:58","0","43","<deep-learning><keras>","0",""
"56771","2019-08-01 17:36:44","0","54","<machine-learning><data-mining>","2",""
"56772","2019-08-01 17:55:51","0","1861","<deep-learning><keras><pytorch>","1",""
"56773","2019-08-01 17:57:57","0","34","<r><correlation>","0",""
"56774","2019-08-01 18:10:57","0","72","<python><regression>","4",""
"56777","2019-08-01 18:33:49","0","72","<machine-learning><computer-vision>","3",""
"56782","2019-08-01 19:43:16","1","389","<machine-learning><cnn><convolution><backpropagation><javascript>","1",""
"56783","2019-08-01 19:43:50","1","58","<dataset><data-analysis>","2",""
"56785","2019-08-01 19:50:09","0","111","<data-mining>","2",""
"56786","2019-08-01 19:52:52","0","23","<normalization>","0",""
"56793","2019-08-01 20:14:37","0","156","<multiclass-classification><data-science-model>","1",""
"56794","2019-08-01 20:15:35","0","39","<scikit-learn>","0",""
"56795","2019-08-01 20:16:17","0","348","<tensorflow><gpu><distribution><parallel>","1",""
"56797","2019-08-01 21:03:35","1","27","<lstm>","0",""
"56799","2019-08-01 21:08:46","1","186","<machine-learning>","0",""
"56801","2019-08-01 21:48:54","0","37","<distribution><weighted-data><randomized-algorithms>","1",""
"56802","2019-08-01 22:07:12","3","127","<reinforcement-learning>","1","1"
"56804","2019-08-01 22:33:29","0","467","<machine-learning><python><scikit-learn><cross-validation>","1",""
"56806","2019-08-02 00:44:17","0","494","<machine-learning><time-series><feature-extraction>","1","1"
"56808","2019-08-02 01:45:13","3","178","<neural-network>","3",""
"56812","2019-08-02 03:01:40","3","1340","<tensorflow>","2","1"
"65094","2019-12-19 03:45:04","1","237","<machine-learning><deep-learning><data-mining><feature-selection><metric>","2",""
"65096","2019-12-19 05:40:21","3","126","<word-embeddings><word2vec><vector-space-models>","1",""
"65106","2019-12-19 08:07:11","1","15","<neural-network><nlp><cnn><rnn>","0","1"
"65107","2019-12-19 08:27:52","1","46","<machine-learning><deep-learning><classification><feature-selection><machine-learning-model>","1",""
"65108","2019-12-19 08:33:54","1","105","<machine-learning><neural-network><lstm><data><rnn>","1",""
"65117","2019-12-19 10:30:12","0","30","<machine-learning><neural-network><regression><data><data-analysis>","1",""
"65118","2019-12-19 10:39:12","1","87","<python><convolution><scipy>","1",""
"65119","2019-12-19 10:48:57","0","65","<cnn><text-mining>","2",""
"65124","2019-12-19 11:20:52","4","71","<machine-learning><python><neural-network><deep-learning><image-classification>","3","2"
"65125","2019-12-19 11:25:02","1","40","<machine-learning><deep-learning><data-mining><predictive-modeling><feature-selection>","1","1"
"65126","2019-12-19 12:25:11","0","152","<keras><pytorch><normalization>","1",""
"65128","2019-12-19 12:38:09","1","165","<neural-network><deep-learning><machine-learning-model><overfitting><siamese-networks>","1","1"
"65130","2019-12-19 12:42:12","0","50","<neural-network><tensorflow><loss-function>","0",""
"65136","2019-12-19 13:56:55","2","619","<python><regression><predictive-modeling>","2",""
"65138","2019-12-19 14:59:28","0","133","<neural-network><recurrent-neural-net><ocr><annotation>","0",""
"65139","2019-12-19 15:49:16","2","35","<computer-vision><opencv>","2",""
"65142","2019-12-19 16:57:21","1","39","<scikit-learn><data-cleaning><preprocessing><feature-scaling>","1",""
"65144","2019-12-19 17:03:14","1","389","<pandas><aggregation><python-3.x>","1",""
"65147","2019-12-19 17:37:19","0","84","<machine-learning><python><unsupervised-learning><categorical-data><one-hot-encoding>","1",""
"65149","2019-12-19 18:49:02","3","38","<optimization>","1",""
"65150","2019-12-19 18:56:39","2","13","<variance>","1",""
"65151","2019-12-19 19:37:31","0","15","<dataset><matlab>","0",""
"65152","2019-12-19 20:12:05","0","80","<scikit-learn><feature-scaling><regularization>","1",""
"65153","2019-12-19 20:17:24","2","54","<machine-learning><predictive-modeling>","0",""
"65154","2019-12-19 20:44:10","3","48","<python><classification><decision-trees><multilabel-classification>","1",""
"65159","2019-12-19 21:47:33","0","38","<r><bigdata><data-analysis>","0",""
"65160","2019-12-19 22:55:01","0","16","<machine-learning><clustering><recommender-system><unsupervised-learning>","0",""
"65164","2019-12-19 23:38:36","0","12","<matrix-factorisation>","0",""
"65166","2019-12-20 00:20:35","1","72","<machine-learning><deep-learning><predictive-modeling><feature-selection><feature-engineering>","1",""
"65168","2019-12-20 01:12:10","1","69","<deep-learning><loss-function><pytorch>","0",""
"65172","2019-12-20 03:35:57","0","20","<machine-learning><image-classification><machine-learning-model><training><image-recognition>","0",""
"65173","2019-12-20 04:51:32","7","106","<machine-learning><classification><statistics><descriptive-statistics>","2","3"
"65175","2019-12-20 07:57:05","2","25","<neural-network><visualization>","1","1"
"65179","2019-12-20 10:16:38","0","42","<genetic-algorithms>","1",""
"65181","2019-12-20 11:10:33","2","23","<python><optimization><scipy><linear-algebra>","1",""
"65185","2019-12-20 12:05:58","2","64","<machine-learning><preprocessing><sql>","1",""
"65186","2019-12-20 12:34:37","2","152","<python><clustering><k-means><clusters>","2",""
"65190","2019-12-20 13:31:31","1","34","<feature-selection><feature-extraction><data-science-model>","1",""
"65194","2019-12-20 14:24:52","1","17","<apache-spark><apache-hadoop>","0",""
"65196","2019-12-20 17:08:38","3","120","<machine-learning><kaggle>","1",""
"65197","2019-12-20 19:13:35","1","743","<machine-learning><neural-network><deep-learning><recurrent-neural-net>","1",""
"65198","2019-12-20 19:13:36","1","43","<machine-learning>","1",""
"65199","2019-12-20 20:04:34","1","21","<regression><random-forest><ranking>","0",""
"46087","2019-02-23 09:00:25","1","23","<machine-learning><dataset>","1",""
"46090","2019-02-23 09:16:20","2","92","<python><tensorflow><loss-function><policy-gradients>","0",""
"46092","2019-02-23 10:31:08","3","3137","<machine-learning><python><scikit-learn><clustering><dbscan>","2",""
"46093","2019-02-23 13:23:21","1","410","<neural-network><keras><regression><predictive-modeling>","1",""
"46097","2019-02-23 14:54:42","1","57","<lstm><mini-batch-gradient-descent><reshape>","1",""
"46098","2019-02-23 14:56:32","2","128","<machine-learning><deep-learning><nlp><cnn><convolution>","0",""
"46102","2019-02-23 17:42:24","3","1858","<jupyter><anaconda>","3",""
"46103","2019-02-23 17:57:41","0","109","<visualization><data><pca><dimensionality-reduction>","1",""
"46104","2019-02-23 18:30:02","1","111","<career>","1",""
"46105","2019-02-23 19:02:25","1","54","<predictive-modeling>","0",""
"46106","2019-02-23 19:55:38","2","6798","<machine-learning><clustering><k-means><dbscan>","2","0"
"46108","2019-02-23 22:11:53","1","29","<python><time-series><supervised-learning><gradient-descent>","0",""
"46110","2019-02-24 00:09:56","1","40","<neural-network><javascript>","1",""
"46111","2019-02-24 00:21:01","1","1076","<python><pandas>","1",""
"46114","2019-02-24 01:20:20","1","87","<machine-learning>","1",""
"46117","2019-02-24 02:50:27","9","17661","<seaborn>","2","1"
"46120","2019-02-24 03:35:16","2","245","<machine-learning><boosting>","1",""
"46124","2019-02-24 07:27:47","14","11148","<keras><prediction><backpropagation><cost-function><methods>","1","4"
"46125","2019-02-24 07:31:12","1","236","<machine-learning><neural-network><deep-learning><keras><convnet>","0",""
"46128","2019-02-24 08:58:39","2","1324","<python><scikit-learn><similarity><graphs><numpy>","2","1"
"46132","2019-02-24 09:40:40","0","1784","<regression><seaborn>","2","0"
"46135","2019-02-24 11:29:39","1","780","<bayesian-networks><probabilistic-programming>","0","1"
"46140","2019-02-24 14:07:59","2","216","<lstm><feature-scaling>","1",""
"46141","2019-02-24 14:28:34","2","80","<career>","1",""
"46145","2019-02-24 16:04:01","0","84","<python><clustering><k-means>","4","1"
"46147","2019-02-24 16:26:45","2","84","<machine-learning><python><deep-learning><recommender-system>","4",""
"46149","2019-02-24 16:48:56","1","10070","<dataframe>","2",""
"46157","2019-02-24 18:40:47","0","763","<r><k-means><categorical-data><excel>","1",""
"46159","2019-02-24 20:14:24","1","87","<neural-network><backpropagation><javascript>","1",""
"46164","2019-02-23 16:58:05","2","1791","<deep-learning><computer-vision><object-recognition>","1","1"
"46168","2019-02-25 00:00:10","1","442","<deep-learning>","1",""
"46170","2019-02-25 00:20:02","1","22","<neural-network><regression>","1",""
"46171","2019-02-25 02:24:10","0","278","<deep-learning><nlp><attention-mechanism><transformer>","1",""
"46172","2019-02-25 02:28:39","0","46","<regression><xgboost><boosting>","2",""
"46173","2019-02-25 05:00:29","4","14345","<deep-learning><gpu>","1","1"
"46179","2019-02-25 07:10:34","2","65","<machine-learning><decision-trees>","1",""
"46180","2019-02-25 07:54:56","4","2114","<machine-learning><cnn><computer-vision>","1","1"
"46182","2019-02-25 08:36:39","1","2910","<keras><tensorflow>","1",""
"46183","2019-02-25 09:20:05","4","187","<python><pandas>","2",""
"46187","2019-02-25 10:41:10","2","40","<python><pandas>","1",""
"46188","2019-02-25 10:47:42","1","115","<machine-learning><multiclass-classification><multilabel-classification><labels>","0",""
"46189","2019-02-25 10:58:03","1","149","<classification><computer-vision><image-preprocessing>","1",""
"46190","2019-02-25 12:01:13","1","86","<python><neural-network><keras><tensorflow><cnn>","1",""
"46192","2019-02-25 12:17:32","4","139","<classification><keras><nlp><text>","0","1"
"46197","2019-02-25 13:22:02","3","37","<probability><bayesian-networks>","1",""
"46201","2019-02-25 13:47:21","2","210","<machine-learning><feature-selection><feature-extraction><correlation>","1",""
"46202","2019-02-25 13:47:48","4","70","<lstm><difference>","1",""
"46203","2019-02-25 14:03:02","2","36","<python><predictive-modeling><data-cleaning><missing-data><data-imputation>","1",""
"46204","2019-02-25 14:05:07","2","33","<classification><predictive-modeling><statistics><algorithms><multiclass-classification>","0",""
"56826","2019-08-02 07:40:53","1","797","<python><clustering><pca><matplotlib>","1",""
"56830","2019-08-02 10:12:00","0","312","<neural-network><deep-learning><keras><cnn><activation-function>","2",""
"56831","2019-08-02 10:31:40","1","685","<python><scikit-learn><pandas><encoding>","1",""
"56833","2019-08-02 11:35:25","4","822","<machine-learning><python><xgboost>","2",""
"56834","2019-08-02 11:39:08","0","323","<python><deep-learning><keras><cnn><image-classification>","1",""
"56840","2019-08-02 13:37:51","1","73","<training><computer-vision><gan>","2",""
"56843","2019-08-02 14:31:57","0","39","<clustering>","2",""
"56844","2019-08-02 14:39:40","0","84","<nlp><dataset><language-model><ngrams>","1",""
"56847","2019-08-02 15:07:49","2","53","<cross-validation>","1",""
"56857","2019-08-02 17:53:02","2","1098","<python><time-series><scipy><difference>","1",""
"56860","2019-08-02 18:54:35","2","910","<training><gan><mnist>","2",""
"56863","2019-08-02 19:39:08","3","857","<python><r><orange><orange3>","1","2"
"56872","2019-08-03 01:26:20","1","42","<deep-learning><nlp><natural-language-process>","1",""
"56873","2019-08-03 02:23:14","0","55","<python><pandas><dataframe>","1",""
"56874","2019-08-03 02:35:39","1","36","<regression><feature-selection><linear-regression><feature-engineering>","1",""
"56875","2019-08-03 03:56:44","2","359","<pytorch><scipy>","0","1"
"56877","2019-08-03 07:05:21","1","1042","<machine-learning><regression>","1",""
"56878","2019-08-03 07:12:27","1","51","<machine-learning><keras>","1",""
"56885","2019-08-03 11:26:24","2","77","<cnn><batch-normalization>","1",""
"56889","2019-08-03 12:05:21","1","133","<deep-learning><keras><manifold>","0",""
"56893","2019-08-03 14:31:31","1","31","<machine-learning><regression><feature-selection><feature-engineering><geospatial>","1",""
"56894","2019-08-03 14:32:09","1","376","<deep-learning><time-series><word2vec><anomaly-detection>","2",""
"56905","2019-08-04 00:26:07","0","20","<svm><multilabel-classification>","2",""
"56910","2019-08-04 06:49:43","0","216","<machine-learning><keras>","0",""
"56912","2019-08-04 08:05:33","0","54","<reinforcement-learning><randomized-algorithms>","1",""
"56915","2019-08-04 09:25:11","0","263","<data-mining><data-cleaning><outlier>","1",""
"56922","2019-08-04 13:35:23","1","146","<neural-network><loss-function><annotation>","1",""
"56923","2019-08-04 13:55:17","1","885","<classification><xgboost>","1",""
"56924","2019-08-04 14:05:58","1","1552","<neural-network><lstm><normalization><feature-scaling>","2",""
"56928","2019-08-04 16:26:29","1","37","<python><perceptron>","0",""
"56933","2019-08-04 19:49:09","0","2359","<python><pandas>","3",""
"56940","2019-08-04 21:34:46","1","52","<data>","1","1"
"56944","2019-08-04 23:43:26","2","756","<deep-learning><keras><pytorch>","0","2"
"56948","2019-08-05 03:22:39","1","948","<keras><tensorflow>","1",""
"56949","2019-08-05 03:33:16","-1","94","<deep-learning><nlp><natural-language-process>","2",""
"56950","2019-08-05 03:53:22","0","460","<nlp><text-mining><sentiment-analysis><spacy>","0",""
"56954","2019-08-05 04:48:37","2","41","<python><scoring>","1",""
"56955","2019-08-05 05:51:23","2","150","<nlp><reinforcement-learning><pytorch><natural-language-process><policy-gradients>","1",""
"56959","2019-08-05 07:10:07","-2","66","<python><matplotlib>","1",""
"56962","2019-08-05 08:02:22","1","512","<python><keras><tensorflow>","1",""
"56965","2019-08-05 08:39:39","3","234","<machine-learning><neural-network><deep-learning><classification><graphs>","1","1"
"56971","2019-08-05 10:04:12","2","314","<deep-learning><keras><cnn><computer-vision><transfer-learning>","2","1"
"56975","2019-08-05 11:21:35","1","106","<automation>","1",""
"56976","2019-08-05 11:36:43","0","25","<python><pandas>","1",""
"56977","2019-08-05 11:53:47","2","79","<machine-learning><deep-learning><tensorflow>","1","0"
"56979","2019-08-05 12:27:20","2","749","<feature-selection><score>","1",""
"65205","2019-12-20 21:37:43","0","174","<deep-learning><cnn><pruning>","0",""
"65206","2019-12-20 21:41:09","3","245","<python><tensorflow><nlp><embeddings><text-generation>","1","2"
"65208","2019-12-20 22:06:05","2","36","<machine-learning><data-mining>","1",""
"65211","2019-12-20 22:41:37","1","19","<regression>","0",""
"65212","2019-12-20 23:14:30","2","72","<machine-learning><neural-network><cnn><backpropagation>","2",""
"65215","2019-12-21 00:15:35","1","33","<machine-learning><python><clustering><unsupervised-learning>","1","1"
"65222","2019-12-21 07:53:59","0","219","<multilabel-classification>","0",""
"65223","2019-12-21 08:05:02","3","1406","<keras><tensorflow>","1",""
"65224","2019-12-21 08:06:19","1","17","<machine-learning><information-theory>","1",""
"65228","2019-12-21 09:31:34","2","99","<metric><auc>","2","1"
"65229","2019-12-21 10:19:30","0","12","<machine-learning><neural-network><deep-learning><loss-function>","0","1"
"65235","2019-12-21 15:21:19","1","24","<bert><transformer><search-engine><question-answering>","1","1"
"65236","2019-12-21 15:31:45","3","52","<nlp><sequence-to-sequence><question-answering>","1",""
"65239","2019-12-21 17:04:52","2","51","<jupyter><kaggle>","1",""
"65240","2019-12-21 17:08:58","2","73","<prediction><missing-data>","1",""
"65241","2019-12-21 17:09:07","1","1756","<nlp><natural-language-process><bert><machine-translation><attention-mechanism>","2","1"
"65248","2019-12-21 18:26:52","2","371","<confusion-matrix>","4",""
"65253","2019-12-21 19:34:46","1","185","<image>","0",""
"65254","2019-12-21 21:01:09","0","30","<classification><classifier>","1","1"
"65257","2019-12-22 01:19:11","0","23","<neural-network><deep-learning><mlp>","1",""
"65258","2019-12-22 01:54:13","1","50","<data><3d-reconstruction><cloud>","0",""
"65260","2019-12-22 02:44:56","1","48","<deep-learning><cnn><data-augmentation><image>","1",""
"65262","2019-12-22 05:00:41","2","637","<data><apache-hadoop>","1",""
"65263","2019-12-22 05:35:38","0","33","<svm><mini-batch-gradient-descent><hinge-loss>","0",""
"65266","2019-12-22 08:21:17","3","1045","<xgboost><survival-analysis>","1","2"
"65271","2019-12-22 10:30:12","0","833","<lstm><pytorch><natural-language-process><language-model>","1",""
"65272","2019-12-22 10:57:07","1","532","<python><nlp><data><training><named-entity-recognition>","1",""
"65275","2019-12-22 11:32:27","1","15","<relational-dbms><groupby>","0",""
"65276","2019-12-22 11:44:06","2","124","<nlp><statistics><word-embeddings><stanford-nlp>","1",""
"65278","2019-12-22 12:47:36","2","28","<gan>","1",""
"65281","2019-12-22 16:49:27","7","1123","<machine-learning><classification><nlp><text-mining>","4","3"
"65286","2019-12-22 18:54:00","4","110","<python><decision-trees><categorical-data><feature-scaling><transformer>","2",""
"65287","2019-12-22 19:03:32","2","72","<python><feature-selection><logistic-regression><categorical-data>","1",""
"65290","2019-12-22 20:54:12","0","25","<clustering><anomaly-detection><outlier><data-stream-mining>","1",""
"65291","2019-12-22 21:18:43","1","26","<neural-network><rnn><word-embeddings><word2vec><recurrent-neural-net>","1",""
"65294","2019-12-22 22:38:50","1","88","<neural-network><activation-function><social-network-analysis><weighted-data><neural>","1",""
"65295","2019-12-22 23:46:38","1","83","<python><pandas>","1",""
"65299","2019-12-23 02:50:56","0","36","<machine-learning><gradient-descent><backpropagation><math>","1",""
"65302","2019-12-23 03:31:49","0","13","<deep-learning><transfer-learning><image-preprocessing><yolo>","0",""
"65304","2019-12-23 04:07:17","0","21","<machine-learning><tensorflow><numpy><reshape>","0",""
"65305","2019-12-23 04:25:16","1","27","<neural-network><distance>","1",""
"65306","2019-12-23 04:55:25","2","75","<neural-network><deep-learning><loss-function>","1","1"
"65307","2019-12-23 07:32:02","2","528","<machine-learning><deep-learning><feature-selection><feature-engineering><plotting>","1","1"
"65310","2019-12-23 08:35:06","1","45","<python><classification><scikit-learn><cross-validation>","2",""
"65311","2019-12-23 08:48:57","5","121","<deep-learning><generative-models>","5","1"
"65312","2019-12-23 09:04:38","1","169","<python><logistic-regression><pyspark>","0",""
"65313","2019-12-23 09:21:44","1","68","<machine-learning><decision-trees>","1",""
"65317","2019-12-23 09:30:22","0","58","<machine-learning><python><data-mining><anomaly-detection>","1","0"
"65320","2019-12-23 09:58:44","0","17","<dataset><bigdata><ai>","0",""
"65322","2019-12-23 10:36:47","2","83","<machine-learning><python><deep-learning><keras><object-detection>","2",""
"46207","2019-02-25 14:48:44","1","126","<keras><lstm><error-handling>","1","1"
"46208","2019-02-25 14:52:47","1","44","<machine-learning><neural-network>","1",""
"46211","2019-02-25 16:22:37","1","37","<visualization><graphs><tableau>","0",""
"46214","2019-02-25 16:46:48","3","1267","<python><visualization><orange><anaconda>","0",""
"46215","2019-02-25 17:19:29","4","3343","<python><neural-network><keras><scikit-learn>","1","1"
"46217","2019-02-25 17:31:49","1","94","<machine-learning><python><scikit-learn><svm><machine-learning-model>","1",""
"46218","2019-02-25 19:07:04","3","690","<scikit-learn><multiclass-classification><encoding>","1",""
"46220","2019-02-25 19:24:18","3","686","<multilabel-classification><confusion-matrix>","1",""
"46225","2019-02-25 20:21:16","1","82","<keras>","0",""
"46228","2019-02-25 20:50:50","5","1862","<neural-network><multilabel-classification><mnist>","3",""
"46231","2019-02-25 22:44:39","1","53","<clustering><hierarchical-data-format>","1",""
"46239","2019-02-26 06:01:12","0","56","<clustering><embeddings><hierarchical-data-format>","2",""
"46243","2019-02-26 08:24:03","0","335","<python><pandas>","2",""
"46245","2019-02-26 08:51:33","6","1284","<machine-learning><reinforcement-learning>","1","1"
"46246","2019-02-26 09:29:12","3","52","<python><pandas>","1",""
"46247","2019-02-26 09:44:28","1","20","<machine-learning>","1","1"
"46249","2019-02-26 10:44:44","1","1040","<classification><lstm><text-mining><rnn><named-entity-recognition>","3",""
"46251","2019-02-26 11:13:01","0","60","<python><scikit-learn><nlp>","1",""
"46252","2019-02-26 11:13:37","3","942","<python><neural-network><keras><regression>","2",""
"46256","2019-02-26 12:12:37","3","83","<python><pandas><feature-engineering>","1","1"
"46258","2019-02-26 12:32:50","3","2242","<time-series><encoding><sequence-to-sequence>","1",""
"46266","2019-02-26 14:52:37","0","85","<machine-learning><reinforcement-learning><policy-gradients>","1",""
"46270","2019-02-26 15:41:00","1","112","<lstm><training><prediction>","1",""
"46272","2019-02-26 15:55:49","1","25","<neural-network><feature-scaling>","0","3"
"46274","2019-02-26 16:29:22","1","339","<machine-learning><statistics><association-rules>","1","2"
"46275","2019-02-26 17:08:00","1","93","<neural-network>","1",""
"46284","2019-02-27 00:45:23","2","64","<data><career>","0",""
"46295","2019-02-27 05:32:02","1","50","<reinforcement-learning><markov-process><monte-carlo>","1",""
"46297","2019-02-27 06:06:16","0","64","<python><scikit-learn><pandas>","2",""
"46298","2019-02-27 06:06:59","0","131","<weka>","2",""
"46299","2019-02-27 06:18:04","1","355","<python><cnn>","1",""
"65323","2019-12-23 11:18:08","0","13","<data><geospatial>","0",""
"65324","2019-12-23 11:46:13","1","37","<clustering><machine-learning-model><graphs><plotting><dbscan>","2",""
"65325","2019-12-23 12:25:17","2","21","<machine-learning><neural-network>","1",""
"65327","2019-12-23 13:05:45","0","10","<apache-spark>","0",""
"65328","2019-12-23 13:23:02","0","68","<machine-learning>","0",""
"65329","2019-12-23 13:48:13","0","232","<machine-learning><python><colab><python-3.x>","0",""
"65331","2019-12-23 14:32:37","1","24","<cloud-computing>","0",""
"65333","2019-12-23 14:59:51","1","19","<python><aws><cloud-computing>","0","1"
"65334","2019-12-23 15:22:41","1","260","<python><tensorflow><jupyter>","1",""
"65336","2019-12-23 15:57:27","2","24","<keras><time-series><lstm><stacked-lstm><gru>","0",""
"65337","2019-12-23 16:18:05","2","541","<machine-learning><deep-learning><keras><tensorflow><predict>","1",""
"65338","2019-12-23 16:36:24","1","70","<python><classification>","1",""
"65341","2019-12-23 16:50:41","1","2066","<classification>","1","1"
"65344","2019-12-23 18:58:10","3","32","<machine-learning><unsupervised-learning><supervised-learning><pattern-recognition>","1",""
"65349","2019-12-23 19:50:30","1","17","<machine-learning><neural-network><deep-learning><convnet>","0",""
"65351","2019-12-23 20:19:05","2","9","<machine-learning><image-classification>","0",""
"65352","2019-12-23 20:19:10","0","287","<visualization><google>","1",""
"65354","2019-12-23 21:45:41","1","43","<tensorflow><reinforcement-learning><policy-gradients>","1",""
"65356","2019-12-23 22:27:13","1","198","<machine-learning><classification><keras><tensorflow><activation-function>","1",""
"65358","2019-12-24 01:22:33","2","28","<text-generation>","1",""
"65359","2019-12-24 01:25:34","0","20","<deep-learning><training><prediction>","0",""
"65360","2019-12-24 04:00:51","0","407","<machine-learning>","2",""
"65361","2019-12-24 04:40:36","0","16","<machine-learning><nlp><automation>","0",""
"65363","2019-12-24 06:08:52","0","162","<tensorflow><time-series><bayesian><probabilistic-programming>","1",""
"65364","2019-12-24 06:17:15","2","30","<keras><cnn>","0",""
"65368","2019-12-24 08:41:05","1","67","<keras><tensorflow><cnn>","0",""
"65371","2019-12-24 11:13:36","2","37","<classification><binary>","1",""
"65373","2019-12-24 11:47:23","1","95","<machine-learning><loss-function><overfitting>","1",""
"65375","2019-12-24 13:20:58","3","59","<machine-learning><python><classification><scikit-learn><decision-trees>","2",""
"65379","2019-12-24 14:23:38","0","487","<tensorflow><lstm>","1",""
"65384","2019-12-24 18:03:00","0","25","<reinforcement-learning>","0",""
"65386","2019-12-24 21:18:24","0","29","<python><tensorflow><object-detection>","0",""
"65387","2019-12-24 22:32:38","2","31","<machine-learning><convnet>","1",""
"65392","2019-12-25 05:17:18","3","309","<classification><cnn><convolution><matlab><math>","1","1"
"65393","2019-12-25 08:21:36","1","295","<cross-validation><multiclass-classification>","2",""
"65394","2019-12-25 08:44:02","1","80","<scikit-learn><pandas><pipelines>","1",""
